State,District,Year,SO2_min,SO2_max,NO2_min,NO2_max,RSPM_min,RSPM_max,SPM_min,SPM_max,Rice_Yield,Wheat_Yield,Maize_Yield,Sugarcane_Yield
Punjab,Bathinda,2014,4,12,10,27,82,179,,,9.017045455,20.76136364,0.068181818,
Punjab,Gurdaspur,1997,,,,,,,,,12.21795487,17.49879981,0.552088334,23.5237638
Punjab,Gurdaspur,1998,,,,,,,,,15.43917899,15.43917899,1.029278599,27.89012979
Punjab,Gurdaspur,1999,,,,,,,,,13.72858732,22.73414905,0.660734149,26.91879867
Punjab,Gurdaspur,2000,,,,,,,,,11.53898152,18.73817035,0.567823344,24.74087427
Punjab,Gurdaspur,2001,,,,,,,,,11.36192792,20.11717886,0.57705063,31.24032722
Punjab,Gurdaspur,2002,,,,,,,,,11.18863636,16.03636364,0.368181818,34.77272727
Punjab,Gurdaspur,2003,,,,,,,,,11.60588752,18.82249561,0.612917399,26.09841828
Punjab,Gurdaspur,2004,,,,,,,,,14.90697674,18.8372093,0.813953488,30.46511628
Punjab,Gurdaspur,2005,,,,,,,,,15.4248366,23.63398693,0.784313725,36.91503268
Punjab,Gurdaspur,2006,,,,,,,,,12.69461078,18.16367265,0.578842315,
Punjab,Gurdaspur,2007,,,,,,,,,11.11962154,17.5895472,0.504618157,
Punjab,Gurdaspur,2008,,,,,,,,,11.69312169,16.34920635,0.529100529,
Punjab,Gurdaspur,2009,,,,,,,,,14.0969163,20.70484581,0.550660793,2.731277533
Punjab,Gurdaspur,2010,4,11,12,16,55,97,,,14.19145605,18.49921718,0.603891747,
Punjab,Gurdaspur,2011,4.7,12,11.7,36.2,48,165,,,13.57683779,22.96975022,0.52299067,31.19116355
Punjab,Gurdaspur,2012,5,13,8,19,47,107,,,11.26819127,17.15176715,0.103950104,33.13929314
Punjab,Gurdaspur,2013,5,11,11,16,55,121,,,10.48062016,16.99224806,0.041343669,32.24806202
Punjab,Gurdaspur,2014,5,10,11,23,42,94,,,9.201017812,12.76335878,0.061068702,37.45547074
Punjab,Sangrur,1997,,,,,,,,,19.18377566,26.01902854,0.030045068,6.76014021
Punjab,Sangrur,1998,,,,,,,,,31.38002487,8.081226689,,8.205553253
Punjab,Sangrur,1999,,,,,,,,,19.2251937,28.52286928,0.044988753,4.198950262
Punjab,Sangrur,2000,,,,,,,,,22,31.49180328,0.049180328,3.606557377
Punjab,Sangrur,2001,,,,,,,,,19.01510344,26.38659728,0.069805813,3.909125524
Punjab,Sangrur,2002,,,,,,,,,23.45580808,29.62752525,0.065656566,4.595959596
Punjab,Sangrur,2003,,,,,,,,,27.38788257,30.08119925,0.104934416,3.497813866
Punjab,Sangrur,2004,,,,,,,,,27.74241857,28.9105204,0.04867091,2.433545489
Punjab,Sangrur,2005,,,,,,,,,28.34184627,29.24878535,0.034882272,1.308085212
Punjab,Sangrur,2006,,,,,,,,,24.58880961,26.36124671,0.04506196,
Punjab,Sangrur,2007,,,,,,,,,21.21265378,23.32161687,,
Punjab,Sangrur,2008,,,,,,,,,23.56323836,25.89471855,0.05733148,
Punjab,Sangrur,2009,,,,,,,,,26.45194805,27.05454545,,0.166233766
Punjab,Sangrur,2010,,,,,,,,,18.53171156,23.01998262,,
Punjab,Sangrur,2011,,,,,,,,,20.20401291,26.81963667,,2.772099415
Punjab,Sangrur,2012,,,,,,,,,29.14918958,33.05369996,,3.61279409
Punjab,Sangrur,2013,,,,,,,,,26.35342186,32.01225741,0.081716037,5.393258427
Punjab,Sangrur,2014,,,,,,,,,24.00102197,25.59359564,0.131153126,4.965082609
Punjab,Faridkot,1997,,,,,,,,,8.656179775,18.24269663,,5.258426966
Punjab,Faridkot,1998,,,,,,,,,11.23929183,12.10736722,,5.482581382
Punjab,Faridkot,1999,,,,,,,,,12.2,20.88,,4.8
Punjab,Faridkot,2000,,,,,,,,,12.58457375,21.27198917,,5.277401894
Punjab,Faridkot,2001,,,,,,,,,10.78061911,20.0269179,,14.13189771
Punjab,Faridkot,2002,,,,,,,,,13.81165919,23.38116592,,12.82511211
Punjab,Faridkot,2003,,,,,,,,,16.36122178,24.48871182,,9.030544489
Punjab,Faridkot,2004,,,,,,,,,16.33039648,23.59911894,,3.392070485
Punjab,Faridkot,2005,,,,,,,,,16.17787419,23.04989154,,3.245119306
Punjab,Faridkot,2006,,,,,,,,,13.04459691,18.67924528,,
Punjab,Faridkot,2007,,,,,,,,,9.007621834,13.0623348,,
Punjab,Faridkot,2008,,,,,,,,,12.24319083,16.2651086,,
Punjab,Faridkot,2009,,,,,,,,,8.865020428,10.29969765,,
Punjab,Faridkot,2010,,,,,,,,,12.22459436,16.82749787,,
Punjab,Faridkot,2011,,,,,,,,,8.402489627,12.78008299,,
Punjab,Faridkot,2012,,,,,,,,,9.458883681,11.78099702,,
Punjab,Faridkot,2013,,,,,,,,,9.40552017,12.76008493,,
Punjab,Faridkot,2014,,,,,,,,,9.007274283,11.93838254,,
Punjab,Hoshiarpur,1997,,,,,,,,,7.222222222,17.64957265,6.153846154,32.90598291
Punjab,Hoshiarpur,1998,,,,,,,,,7.220267417,20.6052076,5.953553835,32.93455313
Punjab,Hoshiarpur,1999,,,,,,,,,7.216216216,20.95945946,7.175675676,36.48648649
Punjab,Hoshiarpur,2000,,,,,,,,,7.156895967,18.22771942,6.858691969,38.02100983
Punjab,Hoshiarpur,2001,,,,,,,,,6.542608696,19.20695652,7.231304348,49.35652174
Punjab,Hoshiarpur,2002,,,,,,,,,6.604361371,19.56386293,5.316718588,54.4132918
Punjab,Hoshiarpur,2003,,,,,,,,,7.552742616,21.05485232,7.890295359,49.36708861
Punjab,Hoshiarpur,2004,,,,,,,,,6.322689076,18.22857143,7.173109244,38.08403361
Punjab,Hoshiarpur,2005,,,,,,,,,6.655585106,18.79654255,6.289893617,42.71276596
Punjab,Hoshiarpur,2006,,,,,,,,,6.264055132,20.62749365,8.977149075,
Punjab,Hoshiarpur,2007,,,,,,,,,6.560283688,19.57446809,8.156028369,
Punjab,Hoshiarpur,2008,,,,,,,,,7.732929701,20.16481668,8.953918601,
Punjab,Hoshiarpur,2009,,,,,,,,,9.783037475,23.234714,9.467455621,2.998027613
Punjab,Hoshiarpur,2010,,,,,,,,,8.711615487,22.06275033,8.044058745,
Punjab,Hoshiarpur,2011,,,,,,,,,9.840863362,25.38869581,8.816535577,47.30199378
Punjab,Hoshiarpur,2012,,,,,,,,,11.46869514,28.62622716,11.28665236,60.11962811
Punjab,Hoshiarpur,2013,,,,,,,,,7.753846154,20.64615385,7.015384615,45.56923077
Punjab,Hoshiarpur,2014,,,,,,,,,7.4617737,16.51376147,6.788990826,46.33027523
