State,District,Year,SO2_min,SO2_max,NO2_min,NO2_max,RSPM_min,RSPM_max,SPM_min,SPM_max,Rice_Yield,Wheat_Yield,Maize_Yield,Sugarcane_Yield
Uttarakhand,Dehradun,2010,22.03,33.005,24.0275,35.3375,80.47,262.855,178.02,604.305,10.44076535,23.29667818,8.381504119,127.6454956
Uttarakhand,Dehradun,2011,19,30,20,31,37,336,,,11.71704646,26.32642628,8.081071772,134.4341111
Uttarakhand,Dehradun,2012,21,32,23,33,72.05,912.39,,,13.02895224,25.98846723,3.766827101,152.6953721
Uttarakhand,Dehradun,2013,20,28,21,31,79,966,,,12.53341351,27.46270683,3.009252973,148.1680278
Uttarakhand,Dehradun,2014,,,,,,,,,4.644891627,7.731410548,2.654542949,81.40677227
Uttarakhand,Nainital,1997,,,,,,,,,,,,
Uttarakhand,Nainital,1998,,,,,,,,,,,,
Uttarakhand,Nainital,1999,,,,,,,,,,,,
Uttarakhand,Nainital,2000,,,,,,,,,7.902735343,25.31460771,4.588977921,173.9946388
Uttarakhand,Nainital,2001,,,,,,,,,7.81243969,25.41286427,3.426290976,162.454578
Uttarakhand,Nainital,2002,,,,,,,,,5.801073798,26.90334375,1.681862018,149.4185079
Uttarakhand,Nainital,2003,,,,,,,,,5.7149359,24.26909214,3.520247636,109.2202858
Uttarakhand,Nainital,2004,,,,,,,,,5.896303304,26.05533401,1.915070587,100.8607772
Uttarakhand,Nainital,2005,,,,,,,,,6.112927533,21.92459059,1.591764385,101.1967333
Uttarakhand,Nainital,2006,,,,,,,,,6.445500939,23.73857782,2.521351885,122.2779837
Uttarakhand,Nainital,2007,,,,,,,,,7.371233743,27.44082858,3.613899841,151.391573
Uttarakhand,Nainital,2008,,,,,,,,,6.447308567,26.8471786,3.201126394,107.016571
Uttarakhand,Nainital,2009,,,,,,,,,9.02290022,28.43568163,3.325808034,114.9970732
Uttarakhand,Nainital,2010,,,,,,,,,7.087760036,32.04450029,4.349513328,118.0695337
Uttarakhand,Nainital,2011,15,19,21,28,42,245,,,8.555827221,30.64656343,3.996148745,113.5512409
Uttarakhand,Nainital,2012,,,,,,,,,8.179856115,33.54096078,4.434439545,114.8758413
Uttarakhand,Nainital,2013,,,,,74,223,,,7.872786693,33.85200722,4.03687625,108.0869226
Uttarakhand,Nainital,2014,,,,,,,,,4.9113334,12.24915667,1.700623798,52.98837175
Uttarakhand,Haridwar,1997,,,,,,,,,,,,
Uttarakhand,Haridwar,1998,,,,,,,,,,,,
Uttarakhand,Haridwar,1999,,,,,,,,,,,,
Uttarakhand,Haridwar,2000,,,,,,,,,15.12135137,35.14615235,0.454960844,
Uttarakhand,Haridwar,2001,,,,,,,,,8.263222564,39.56196593,0.514953923,
Uttarakhand,Haridwar,2002,,,,,,,,,6.520491773,18.51252581,0.215139735,857.4304338
Uttarakhand,Haridwar,2003,,,,,,,,,3.297907944,17.34747668,0.21933195,746.0168198
Uttarakhand,Haridwar,2004,,,,,,,,,8.100181639,17.54847904,0.210177547,754.6210343
Uttarakhand,Haridwar,2005,,,,,,,,,4.872469561,15.7572401,0.202180695,679.9899704
Uttarakhand,Haridwar,2006,,,,,,,,,4.021621461,18.8683827,0.126769569,752.6942363
Uttarakhand,Haridwar,2007,,,,,,,,,2.235318995,20.03304737,0.099232721,839.3186926
Uttarakhand,Haridwar,2008,,,,,,,,,3.067410762,22.12428197,0.154358532,590.1688055
Uttarakhand,Haridwar,2009,,,,,,,,,6.720781515,20.88084784,0.164875095,636.1902599
Uttarakhand,Haridwar,2010,,,,,,,,,2.373056804,18.78569484,0.128352082,666.9062484
Uttarakhand,Haridwar,2011,11,31,20,30,57,247.2866667,,,5.107041699,20.27638176,0.09555293,699.6515503
Uttarakhand,Haridwar,2012,25,31,27,,85,259,,,4.42004232,17.84415742,0.192952651,628.7809573
Uttarakhand,Haridwar,2013,24,30,25,31,74,156,,,1.982144181,20.27228178,0.091480954,730.8787717
Uttarakhand,Haridwar,2014,,,,,,,,,2.482254027,11.74841153,0.044348886,552.5232013
Uttarakhand,Udam Singh Nagar,1997,,,,,,,,,,,,
Uttarakhand,Udam Singh Nagar,1998,,,,,,,,,,,,
Uttarakhand,Udam Singh Nagar,1999,,,,,,,,,,,,
Uttarakhand,Udam Singh Nagar,2000,,,,,,,,,15.60959808,29.74384271,0.0592976,238.9015875
Uttarakhand,Udam Singh Nagar,2001,,,,,,,,,18.70472954,34.69753661,0.059563064,284.0872157
Uttarakhand,Udam Singh Nagar,2002,,,,,,,,,15.83470812,29.14022843,0.026332487,229.4997885
Uttarakhand,Udam Singh Nagar,2003,,,,,,,,,16.05044942,37.1482217,0.0376518,226.9535098
Uttarakhand,Udam Singh Nagar,2004,,,,,,,,,15.51146678,32.62035317,0.038375013,171.2035113
Uttarakhand,Udam Singh Nagar,2005,,,,,,,,,17.10714141,30.91041364,0.028616794,180.9528698
Uttarakhand,Udam Singh Nagar,2006,,,,,,,,,16.78752164,34.05119875,0.013926107,221.2614006
Uttarakhand,Udam Singh Nagar,2007,,,,,,,,,16.08424318,38.71156499,0.02612711,240.1987606
Uttarakhand,Udam Singh Nagar,2008,,,,,,,,,13.82652687,33.89435925,0.00976254,141.0601704
Uttarakhand,Udam Singh Nagar,2009,,,,,,,,,16.43618903,38.20258196,0.007737052,149.8624631
Uttarakhand,Udam Singh Nagar,2010,,,,,,,,,14.22307008,37.60110067,0.010405466,148.0519348
Uttarakhand,Udam Singh Nagar,2011,14,25,20,30,73,575,,,14.21771215,33.80637239,0.004388234,136.9888075
Uttarakhand,Udam Singh Nagar,2012,,,,,,,,,15.98636427,32.57217207,0.006693757,129.2016574
Uttarakhand,Udam Singh Nagar,2013,2,2,4.5,,24,342,,,19.03218373,39.75631567,0.007252558,136.5222569
Uttarakhand,Udam Singh Nagar,2014,,,,,,,,,10.10035082,12.17783315,0.002219225,51.60598294
Gujarat,Vadodara,1997,30.1,48.8,8.6,18.9,,,220,395,2.351002865,1.276504298,3.709169054,4.46991404
Gujarat,Vadodara,1998,,,,,,,,,2.721085342,1.477035016,3.446415037,9.275428225
Gujarat,Vadodara,1999,23.8,69,35,,,,63,350,1.441147182,1.925114519,3.204939255,7.797251544
Gujarat,Vadodara,2000,,,,,,,,,0.370612061,0.874887489,2.837308731,4.617461746
Gujarat,Vadodara,2001,,,,,,,,,2.742803504,0.878598248,5.919274093,4.843554443
Gujarat,Vadodara,2002,10.8,34,17,40.6,,,159,411,2.029824171,1.281994213,4.802136657,6.837302471
Gujarat,Vadodara,2003,,,,,,,,,3.736659436,2.434490239,5.177223427,12.20390456
Gujarat,Vadodara,2004,9,54,15,64,47.33,347,96,416,3.448348857,2.286198137,3.696020322,10.66892464
Gujarat,Vadodara,2005,6.7,45.5,10,77.4,36,209,53,472,3.661262799,2.114334471,4.527303754,9.257679181
Gujarat,Vadodara,2006,6.5,44.7,13.2,72.1,25,228,60,443,3.494856183,3.2208692,3.074742809,13.57757716
Gujarat,Vadodara,2007,6.7,32.7,11.1,57.9,34,240,79,404,4.898767428,4.553041018,5.36168923,16.34875732
Gujarat,Vadodara,2008,6.8,26.6,10.4,75.5,33,152,77,349,3.836721728,3.162007624,5.797966963,26.35959339
Gujarat,Vadodara,2009,7.3,55.2,11.1,52,34,161,75,385,2.856287425,3.083832335,4.167664671,24.19161677
Gujarat,Vadodara,2010,8,31,10,101,31,181,,,3.458551769,6.734272608,4.254204893,23.86959371
Gujarat,Vadodara,2011,8,29,11,95,24,227,,,3.258798494,7.566541169,3.278441643,18.68063513
Gujarat,Vadodara,2012,8,33,13,56,35,397.33,,,4.085947899,8.081384294,4.8262027,2.922228561
Gujarat,Vadodara,2013,9,29,11,33,36,170,16,102,,,,
Gujarat,Vadodara,2014,10,23,16,26,54,120,,,,,,
Gujarat,Surat,1997,20.9,63,8.1,20.1,,,159,451,11.22153141,0.617146597,0.218259162,518.4031414
Gujarat,Surat,1998,,,,,,,,,11.59581882,1.18466899,0.146341463,580.2090592
Gujarat,Surat,1999,20.6,54.5,20.4,63.5,,,189,363,9.930931923,0.825842697,0.09021811,607.3066755
Gujarat,Surat,2000,,,,,,,,,5.212840195,1.105373343,0.050244243,744.200977
Gujarat,Surat,2001,,,,,,,,,6.423615338,0.635423007,0.219111382,622.3493609
Gujarat,Surat,2002,7.7,36.8,15.2,35.1,,,117,274,6.8143531,0.977088949,0.353773585,699.4609164
Gujarat,Surat,2003,,,,,,,,,6.620423892,1.19460501,0.25433526,594.7591522
Gujarat,Surat,2004,14,61,16,93,49.67,172.67,63,224,6.603448276,1.146551724,0.163793103,781.9827586
Gujarat,Surat,2005,12.2,34.2,16,48.8,101,144,141,216,5.710721185,1.311976819,0.249517064,946.0721185
Gujarat,Surat,2006,16.1,33.9,22.7,40.9,100,149,128,207,6.225711482,1.350343474,0.047105005,718.1157998
Gujarat,Surat,2007,6.8,39.2,13.2,44.6,55,128,104,283,6.760306243,1.446996466,0.367491166,690.5771496
Gujarat,Surat,2008,10.8,27.4,16.8,65,61,119,115,236,8.474751656,1.495860927,0.161423841,858.1291391
Gujarat,Surat,2009,3.6,31.5,18.8,40.3,57,125,124,251,8.181225554,2.585832247,0.086918731,761.299435
Gujarat,Surat,2010,9,40,13,34,38,105,,,10.83559256,2.269171185,0.198102246,889.7792409
Gujarat,Surat,2011,10,28,16,67,56,133,,,11.54177694,2.504347826,0.187523629,839.8638941
Gujarat,Surat,2012,13,31,21,44,82,242,,,8.001730104,3.330449827,0.346020761,88.1343714
Gujarat,Surat,2013,8,24,13,33,56,168,16,72,,,,
Gujarat,Surat,2014,11,22,12,25,66,116,,,,,,
Gujarat,Ahmadabad,1997,6.1,41.9,5,49.8,,,81,606,5.70446393,6.048226385,0.049820646,1.943005181
Gujarat,Ahmadabad,1998,6,35.7,7.6,99,,,162,623,3.561941475,6.814788856,0.10793762,2.011564745
Gujarat,Ahmadabad,1999,6,43.9,4.9,96.1,,,132,759,4.084013538,5.942265578,0.160461875,2.018713916
Gujarat,Ahmadabad,2000,6,14.7,6.7,62.4,,,147,738,2.177068215,4.557329463,0.023222061,3.425253991
Gujarat,Ahmadabad,2001,6.2,17.1,16.8,65,,,155,592,7.894232961,5.662183725,0.169591976,2.078869387
Gujarat,Ahmadabad,2002,6.7,22.3,10.9,53.4,,,81,372,2.422187982,6.619414484,0.283513097,1.972265023
Gujarat,Ahmadabad,2003,,,,,,,,,8.849081953,8.177339901,0.053739364,0.985221675
Gujarat,Ahmadabad,2004,8.8,29.32,12.68,41.48,43.33,411.33,104.33,575,3.644458959,9.018070978,,0.20683649
Gujarat,Ahmadabad,2005,6.7,21.1,13.5,41.8,33,241,68,608,6.03876652,9.721806167,0.015198238,0.455947137
Gujarat,Ahmadabad,2006,6.5,21.3,11.7,53.6,36,212,79,506,4.156692277,10.18156086,,
Gujarat,Ahmadabad,2007,6.9,46.1,9.8,42.7,25,217,56,484,5.464514911,13.52510381,,0.245375613
Gujarat,Ahmadabad,2008,8.3,31.1,12.4,33.5,49,205,124,466,4.007375479,8.574329502,,0.176245211
Gujarat,Ahmadabad,2009,10.4,31.5,14.8,53,59,155,135,371,4.967076383,9.19666374,0.013169447,0.219490781
Gujarat,Ahmadabad,2010,8,23,13,35,44,249,,,5.988568884,21.13657957,0.007719715,0.270190024
Gujarat,Ahmadabad,2011,7,46,12,58,37,142,,,6.089642641,15.78709873,,
Gujarat,Ahmadabad,2012,8,26,12,42,48,237,,,4.030357143,16.11071429,,
Gujarat,Ahmadabad,2013,8,23,11,27,37,185,12,65,,,,
Gujarat,Ahmadabad,2014,9,26.31666667,12,24.93333333,56.66666667,111.3333333,,,,,,
Gujarat,Valsad,1997,28,58.3,18,57.9,,,253,386,19.06976744,0.121816168,0.011074197,291.9158361
Gujarat,Valsad,1998,,,,,,,,,21.92158859,0.123217923,0.011201629,280.712831
Gujarat,Valsad,1999,51.4,,25.2,51.7,,,279,362,21.68632075,0.129716981,0.011792453,226.1792453
Gujarat,Valsad,2000,,,,,,,,,10.81362788,0.196017424,,205.5569384
Gujarat,Valsad,2001,,,,,,,,,14.2486788,0.221961245,,171.4034058
Gujarat,Valsad,2002,12.5,34.8,24.6,56.9,,,147,344,9.416422287,0.24516129,,304.5571848
Gujarat,Valsad,2003,,,,,,,,,9.728331177,0.310478655,,132.0569211
Gujarat,Valsad,2004,13.35,64.9,21.27,114.7,83,170.33,101,226,9.289988493,0.269275029,,172.9574223
Gujarat,Valsad,2005,18.8,32.4,25.5,60.1,105,150,152,226,8.005888651,0.240899358,,167.6659529
Gujarat,Valsad,2006,14.4,30.5,21.1,45.1,74,148,106,211,9.005213764,0.319082377,,199.7810219
Gujarat,Valsad,2007,3.5,34.1,17.5,41.6,47,94,55,202,12.15560166,0.186721992,,122.6763485
Gujarat,Valsad,2008,8.7,24.2,16.5,32.4,58,112,112,257,11.39175258,0.140206186,,113.9175258
Gujarat,Valsad,2009,12.5,26.9,19.6,27.5,63,108,126,215,9.426229508,0.114754098,,100.8196721
Gujarat,Valsad,2010,10,49,15,68,54,105,,,13.85547576,,,112.7289048
Gujarat,Valsad,2011,9,48,16,35,46,123,,,14.26716141,0.12987013,,98.7012987
Gujarat,Valsad,2012,14,29,22,50,78,135,,,9.37029703,,,8.430693069
Gujarat,Valsad,2013,9,19,12.5,31.3,55,121,16,51,,,,
Gujarat,Valsad,2014,11,20,14,26,61,116,,,,,,
Gujarat,Bharuch,1997,6,33.1,8.6,37.3,,,14,203,1.13976834,0.644015444,0.277992278,35.16602317
Gujarat,Bharuch,1998,12.6,15.9,10.2,24,,,75,265,1.426318981,1.103699212,0.401859713,63.5617546
Gujarat,Bharuch,1999,15,77.7,11.9,53,,,88,332,1.628865979,0.886597938,0.975945017,138.4879725
Gujarat,Bharuch,2000,14.6,19.7,10.4,38.7,,,28,215,1.124301304,0.75379292,0.338568006,117.1573064
Gujarat,Bharuch,2001,11.4,17.4,13.2,21.9,,,,,0.914893617,1.170212766,1.439716312,136.3829787
Gujarat,Bharuch,2002,2,23.7,8.8,38.3,,,117,216,1.004562304,1.497576276,0.504134588,146.7179926
Gujarat,Bharuch,2003,,,,,,,,,1.049415515,1.957137797,0.265674814,123.1845554
Gujarat,Bharuch,2004,17,37,18,57,81,162,104,225,0.701860145,2.506028247,0.172235618,134.7743713
Gujarat,Bharuch,2005,17.8,30.6,21.2,37.7,109,158,158,229,0.709084946,1.893407675,0.346999016,117.8287963
Gujarat,Bharuch,2006,17.8,32.8,23.7,44.1,100,149,134,208,0.652208707,1.552496799,0.072023047,148.9276569
Gujarat,Bharuch,2007,10.2,36.4,17.9,57.6,57,136,110,299,0.903242862,3.163553049,0.220303137,145.0475855
Gujarat,Bharuch,2008,12.1,45.2,18,35.1,61,131,117,261,1.029336735,2.25,0.229591837,113.5714286
Gujarat,Bharuch,2009,14.9,25.5,21.1,59.5,65,117,128,240,0.890505638,2.505638414,0.200800291,111.5751182
Gujarat,Bharuch,2010,10,24,16,37,46,110,,,1.17699115,3.211708645,0.231903789,144.2886317
Gujarat,Bharuch,2011,9,64,12,94,55,126,,,1.26173347,4.550188421,0.218568003,115.5429942
Gujarat,Bharuch,2012,14,33,23,44,75,263,,,1.037894737,4.487368421,0.244210526,18.05122807
Gujarat,Bharuch,2013,9,20,13,32,61,112,16,52,,,,
Gujarat,Bharuch,2014,11,25,14,26,65,116,,,,,,
Gujarat,Rajkot,1997,20.2,35.7,14.4,27.9,,,655,976,,5.370291311,,0.88272225
Gujarat,Rajkot,1998,,,,,,,,,,2.650797429,0.001904308,0.514163294
Gujarat,Rajkot,1999,27.9,52,,95.4,,,242,528,,0.759669709,0.008257279,0.467912502
Gujarat,Rajkot,2000,,,,,,,,,,0.19138756,0.005799623,0.289981151
Gujarat,Rajkot,2001,,,,,,,,,,0.762851268,0.020150788,0.115147361
Gujarat,Rajkot,2002,11.8,17.5,20.9,36,,,365,474,,0.915502329,0.047904192,0.479041916
Gujarat,Rajkot,2003,,,,,,,,,,6.493901603,0.080718103,
Gujarat,Rajkot,2004,3,26,10,31,52.67,268.33,111,832,,3.32255143,0.002587657,
Gujarat,Rajkot,2005,6.9,24,10.4,32.3,60,231,86,473,,7.82885736,0.020395237,0.291360527
Gujarat,Rajkot,2006,7.6,40,10.3,41.9,26,248,43,494,,7.558403598,0.004946599,0.667790894
Gujarat,Rajkot,2007,7.8,19.6,10.8,33.3,36,201,64,378,,8.916666667,0.026041667,0.46875
Gujarat,Rajkot,2008,7.8,29.3,10.5,21.4,58,177,109,336,,9.15620694,0.031692346,0.489790805
Gujarat,Rajkot,2009,8.3,26.6,11.3,26,62,187,118,323,,4.352020526,0.025400898,0.39512508
Gujarat,Rajkot,2010,8,23,10,22,33,179,,,,17.14682958,0.245207499,0.353907731
Gujarat,Rajkot,2011,9,25,12,47,46,183,,,,12.71974307,,0.140860942
Gujarat,Rajkot,2012,11,15,15,21,97,166,,,,0.853820598,0.019933555,
Gujarat,Rajkot,2013,7,16,11,25,50,133,14,66,,,,
Gujarat,Rajkot,2014,10,16,12,24,60,114,,,,,,
Gujarat,Jamnagar,1997,,,,,,,,,,2.361641541,0.173366834,1.271356784
Gujarat,Jamnagar,1998,,,,,,,,,,1.204427083,0.048828125,0.465029762
Gujarat,Jamnagar,1999,,,,,,,,,,0.33498287,0.046060145,0.376855729
Gujarat,Jamnagar,2000,,,,,,,,,,0.163898117,0.026578073,0.974529347
Gujarat,Jamnagar,2001,,,,,,,,,,1.103936464,0.047651934,0.436809392
Gujarat,Jamnagar,2002,10.2,18.2,18.9,31.3,,,169,412,,0.267374005,0.126259947,0.185676393
Gujarat,Jamnagar,2003,,,,,,,,,,4.795561113,0.186933417,0.790872148
Gujarat,Jamnagar,2004,2.4,28,3.6,25.1,33.67,193,2.99,26.1,,1.850170068,0.10170068,0.821428571
Gujarat,Jamnagar,2005,6.4,30.6,13.8,29.7,58,224,80,373,,2.826437316,0.092670076,0.997985433
Gujarat,Jamnagar,2006,7.2,46.2,16.8,45.2,33,163,54,359,,5.277212216,0.028817541,0.612372749
Gujarat,Jamnagar,2007,7.5,18.6,19.9,45.5,61,154,110,302,,6.06144438,0.083721607,1.741409435
Gujarat,Jamnagar,2008,7.1,22,15.4,40.4,55,124,103,238,,3.900378501,0.08993187,1.099167298
Gujarat,Jamnagar,2009,8.8,30.3,18.4,44.9,84,155,148,282,,3.934258142,0.033172497,1.161037394
Gujarat,Jamnagar,2010,9,26,15,37,85,142,,,,7.654840005,0.358548668,1.25317981
Gujarat,Jamnagar,2011,9,24,18,35,86,206,,,,4.746879334,,
Gujarat,Jamnagar,2012,10,24,19,31,90,108,,,,0.662800108,,
Gujarat,Jamnagar,2013,9,15,12,24,52,259,16,63,,,,
Gujarat,Jamnagar,2014,11.26666667,21.93333333,13,25,53,116,,,,,,
Gujarat,Kachchh,1997,,,,,,,,,,1.460495809,,0.508293205
Gujarat,Kachchh,1998,,,,,,,,,,1.022268719,,0.34075624
Gujarat,Kachchh,1999,,,,,,,,,,3.555555556,,1.555555556
Gujarat,Kachchh,2000,,,,,,,,,,0.883285578,,
Gujarat,Kachchh,2001,,,,,,,,,,1.359848485,,0.416666667
Gujarat,Kachchh,2002,,,,,,,,,,2.581132075,,1.499142367
Gujarat,Kachchh,2003,,,,,,,,,,1.80794702,,0.540838852
Gujarat,Kachchh,2004,,,,,,,,,,1.167017249,,
Gujarat,Kachchh,2005,,,,,,,,,,1.248316252,,0.307467057
Gujarat,Kachchh,2006,,,,,,,,,,2.173770492,,1.213114754
Gujarat,Kachchh,2007,,,,,,,,,,2.84544324,,0.607567952
Gujarat,Kachchh,2008,,,,,,,,,,2.474226804,,0.358583595
Gujarat,Kachchh,2009,,,,,,,,,,3.067065357,,0.256300726
Gujarat,Kachchh,2010,,,,,,,,,,4.052924791,,0.292479109
Gujarat,Kachchh,2011,,,,,,,,,,2.874695122,,
Gujarat,Kachchh,2012,,,,,,,,,,4.501755207,0.142522818,0.0245729
Gujarat,Kachchh,2013,,,,,,,,,,,,
Gujarat,Kachchh,2014,,,,,,,,,,,,
Haryana,Faridabad,1997,36.7,39.2,13.7,15.6,,,355,447,2.507082153,19.07932011,0.084985836,16.14730878
Haryana,Faridabad,1998,22.7,39.8,9.1,16.4,,,236,516,6.742222365,44.20971522,,24.07936559
Haryana,Faridabad,1999,30,39.9,10.8,14,,,304,543,5.078107,47.71669508,0.175107138,35.89696327
Haryana,Faridabad,2000,30.9,40.1,9.7,12,,,331,532,8.12066571,54.71298522,0.203016643,36.5429957
Haryana,Faridabad,2001,13.9,30.8,7.9,23.3,,,217,537,8.598868374,50.81149494,0.29314324,36.15433294
Haryana,Faridabad,2002,9.8,18.6,20.4,36.4,,,251,598,4.699915304,51.50323854,0.195829804,39.16596086
Haryana,Faridabad,2003,,,,,,,,,7.990240359,53.26826906,0,34.82925285
Haryana,Faridabad,2004,1.8,12.7,5.8,36.8,75,336,142,566,5.91415774,45.74774958,,25.2221433
Haryana,Faridabad,2005,5.5,13.3,12.3,31,109,262,228,518,8.78929022,48.08997363,,30.13470933
Haryana,Faridabad,2006,5.5,14.3,12.3,27.8,88,192,190,454,10.60070671,49.091368,,33.69510348
Haryana,Faridabad,2007,,,,,,,,,9.885313999,51.00401372,,30.49724532
Haryana,Faridabad,2008,,,,,,,,,5.555987256,40.15463517,,13.63742327
Haryana,Faridabad,2009,,,,,,,,,5.171197994,29.3034553,,11.63519549
Haryana,Faridabad,2010,7,32,18,71,109,219,,,5.690462548,45.83983719,,1.580684041
Haryana,Faridabad,2011,3,40,4,99,55,241,,,7.49048256,40.12758514,,2.140137874
Haryana,Faridabad,2012,3,27,13,85,69.33,316.67,,,6.279040563,35.41378877,,18.58596007
Haryana,Faridabad,2013,5,22,13,45,114,306,,,,,,
Haryana,Faridabad,2014,3,42,12,45,114,255,,,,,,
Haryana,Yamunanagar,1997,22.9,31.5,14.6,20.8,,,92,218,6.90647482,8.38643371,0.246659815,99.07502569
Haryana,Yamunanagar,1998,20.5,39.9,12.5,30.5,,,87,347,14.15278128,27.43462217,0.435470193,258.0160895
Haryana,Yamunanagar,1999,4,28.1,1.5,22.2,,,99,288,17.95045909,29.2816864,0.336571108,256.9159458
Haryana,Yamunanagar,2000,6.9,27.4,4.1,15.4,,,111,290,22.24384491,31.19563615,0.542532803,332.3013416
Haryana,Yamunanagar,2001,10.7,28.8,4.5,18.6,,,88,404,18.75003639,28.06682466,0.582299267,291.1496334
Haryana,Yamunanagar,2002,19.2,41.2,9.7,26.4,,,140,599,19.39129318,30.17850263,0.513676641,350.5843072
Haryana,Yamunanagar,2003,,,,,,,,,22.63778448,31.8508363,0.65807513,326.4052646
Haryana,Yamunanagar,2004,15,47,8,36,11,264,28,333,21.22788299,27.22948342,0.555703743,288.9659465
Haryana,Yamunanagar,2005,9,40.8,15.2,40.2,26,296,48,486,21.8101319,28.89842476,0.763354616,288.9842476
Haryana,Yamunanagar,2006,3.3,22.5,11.5,40,15,263,24,385,24.44262295,33.85245902,0.573770492,332.0983607
Haryana,Yamunanagar,2007,6.3,18.7,12.3,36,47,209,97,272,27.02644197,33.21752119,0.357177647,271.4550119
Haryana,Yamunanagar,2008,8.3,22.7,17,89.2,102,687,142,788,26.31456335,41.07929572,0.333397183,176.7005068
Haryana,Yamunanagar,2009,8.2,18.5,21.8,33.8,89,624,136,697,26.50096381,35.23536387,0.198509092,17.95514739
Haryana,Yamunanagar,2010,7,19,21,31,64,523,105,636,28.04480481,43.44645992,0.344813174,19.65435092
Haryana,Yamunanagar,2011,8,16,23,32,50,363,,,,54.84552471,0.36082582,20.68734704
Haryana,Yamunanagar,2012,,,,,,,,,,40.71970195,0.220702992,220.4822886
Haryana,Yamunanagar,2013,8,12,20,25,55,216,,,,,,
Haryana,Yamunanagar,2014,8,15,11,33,18,218,,,,,,
Haryana,Rewari,1997,,,,,,,,,,11.47651007,,
Haryana,Rewari,1998,,,,,,,,,0.213055837,21.6251675,,
Haryana,Rewari,1999,,,,,,,,,0.213507136,23.05877065,0,0
Haryana,Rewari,2000,,,,,,,,,0.312099039,23.719527,,
Haryana,Rewari,2001,,,,,,,,,0.326124177,22.82869241,,0
Haryana,Rewari,2002,,,,,,,,,0,24.00823139,0,0
Haryana,Rewari,2003,,,,,,,,,0.338549503,22.23141739,,0
Haryana,Rewari,2004,,,,,,,,,0.3046321,18.88719022,,
Haryana,Rewari,2005,,,,,,,,,0.2978768,17.07826989,,
Haryana,Rewari,2006,,,,,,,,,0.294509043,20.32112393,,
Haryana,Rewari,2007,,,,,,,,,0.277400054,18.95567038,,
Haryana,Rewari,2008,,,,,,,,,0.525707076,21.86941436,,
Haryana,Rewari,2009,,,,,,,,,0.751819846,33.08007324,,
Haryana,Rewari,2010,,,,,,,,,0.724016588,21.99200388,,
Haryana,Rewari,2011,,,,,,,,,0.978574652,26.09532404,,
Haryana,Rewari,2012,,,,,,,,,0.631025021,20.01250782,,
Haryana,Rewari,2013,,,,,,,,,,,,
Haryana,Rewari,2014,,,,,,,,,,,,
Haryana,Hisar,1997,,,,,,,,,1.206788184,12.33186675,,3.959773727
Haryana,Hisar,1998,,,,,,,,,3.288851454,22.92024312,,6.442080167
Haryana,Hisar,1999,,,,,,,,,4.075683825,32.52928959,0,8.760815698
Haryana,Hisar,2000,,,,,,,,,2.431725794,34.23715523,0,10.03569375
Haryana,Hisar,2001,,,,,,,,,1.316348752,29.31544247,0,11.02886792
Haryana,Hisar,2002,,,,,,,,,1.740566784,33.62265593,0,16.13208239
Haryana,Hisar,2003,,,,,,,,,2.830933194,34.42914341,0,13.32203856
Haryana,Hisar,2004,,,,,,,,,2.393941861,31.9572239,,3.419916945
Haryana,Hisar,2005,8.5,11.5,10.1,11,18,257,40,2213,3.276430681,28.32041232,,6.025619644
Haryana,Hisar,2006,4.6,11.8,5.3,12.9,35,504,50,663,4.023141437,39.84621998,,7.917884743
Haryana,Hisar,2007,2.3,11.5,5.3,16.3,36,289,75,539,3.948597953,35.49749675,,6.780420728
Haryana,Hisar,2008,4,9.7,5.3,11.5,45,293,130,384,5.156825539,42.07500837,,1.953343007
Haryana,Hisar,2009,,,,,,,,,3.74341078,37.07569613,,2.190293541
Haryana,Hisar,2010,2,18,5,10,52,1082,,,4.219394278,38.31060645,,0.261378407
Haryana,Hisar,2011,2,8,5,11,20,413,,,3.510615306,38.20561523,,0.221390154
Haryana,Hisar,2012,4,9,5,11,49,518,,,3.095421945,29.95275941,,1.820836438
Haryana,Hisar,2013,,,,,,,,,,,,
Haryana,Hisar,2014,,,,,,,,,,,,
West Bengal,Medinipur East,1997,38.2,38.2,52.2,52.2,,,88,88,1.622509433,0.00489062,,0.005949414
West Bengal,Medinipur East,1998,40.7,53.2,53,64.8,,,110,342,11.54736403,0.039142522,,0.035449831
West Bengal,Medinipur East,1999,,,,,,,,,14.34660123,0.044949016,,0.053425349
West Bengal,Medinipur East,2000,12.9,50,41.7,126.6,,,21,213,14.63397473,0.064780399,,1.0156009
West Bengal,Medinipur East,2001,8.7,24.3,30.3,92.6,,,32,166,,0.285521253,0.000469994,
West Bengal,Medinipur East,2002,3.9,12.9,15.2,47.1,,,30,159,17.22685954,0.002336616,,
West Bengal,Medinipur East,2003,,,,,,,,,13.15998738,0.011040663,,
West Bengal,Medinipur East,2004,,,11.6,63,11,254.5,21.7,480.7,13.97491966,0.04360202,,
West Bengal,Medinipur East,2005,4.6,13.2,22.9,68.4,11,313,45,552,12.53929055,0.051690898,,0.007363921
West Bengal,Medinipur East,2006,4.4,26.9,25,81.4,10,386,24,652,15.24943676,0.053176524,,0.497977354
West Bengal,Medinipur East,2007,4.6,14.5,24,65.4,11,226,26,329,14.09811613,0.070762738,,0.798409545
